"Asset","Used","Context","SizeKB"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\CHANGELOG.md","False","UNUSED","23,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\README.md","False","UNUSED","10,31"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\flutter\CMakeLists.txt","False","UNUSED","3,54"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\runner\resources\app_icon.ico","True","FRONTEND","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\runner\CMakeLists.txt","False","UNUSED","0,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\CMakeLists.txt","False","UNUSED","3,34"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\README.md","False","UNUSED","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\CHANGELOG.md","False","UNUSED","2,11"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\README.md","False","UNUSED","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\flutter\CMakeLists.txt","False","UNUSED","3,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\runner\resources\app_icon.ico","True","FRONTEND","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\runner\CMakeLists.txt","False","UNUSED","0,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\CMakeLists.txt","False","UNUSED","3,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\README.md","False","UNUSED","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\pigeons\copyright.txt","False","UNUSED","0,13"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\windows\CMakeLists.txt","False","UNUSED","2,5"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\CHANGELOG.md","False","UNUSED","2,62"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\README.md","False","UNUSED","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\CMakeLists.txt","False","UNUSED","3,76"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\runner\resources\app_icon.ico","True","FRONTEND","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\runner\CMakeLists.txt","False","UNUSED","1,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\CMakeLists.txt","False","UNUSED","4,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\_tmp_prompt.txt","False","UNUSED","0,42"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ai-files.txt","False","UNUSED","73,14"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ai-repair-report.txt","False","UNUSED","2,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analysis_report.txt","False","UNUSED","411,78"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_core_auth.txt","False","UNUSED","9,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_lib_current.txt","False","UNUSED","71,42"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_lib_only.txt","False","UNUSED","87,19"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_output.txt","False","UNUSED","200,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_report.txt","False","UNUSED","0,03"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_step1_lib.txt","False","UNUSED","0,86"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\arborescence_lib.txt","False","UNUSED","60,69"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\architecte_unimentorai.txt","False","UNUSED","0,97"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ASO.md","True","FRONTEND","0,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\AUDIT_QUALITE_CRITIQUE.md","False","UNUSED","2,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\AUDIT_QUALITE_SANS_COMPROMIS.md","False","UNUSED","14,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit_report.md","True","FRONTEND","2,5"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit_report.txt","True","FRONTEND","80,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit_summary.txt","False","UNUSED","1,03"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit-prompt.txt","False","UNUSED","0,47"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\broken_imports.txt","False","UNUSED","9,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\cleanup-final-report.txt","False","UNUSED","0,05"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\cleanup-report.txt","False","UNUSED","8,62"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\CODE_OF_CONDUCT.md","False","UNUSED","2,03"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\CONTRIBUTING.md","False","UNUSED","0,82"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\core_analysis.txt","False","UNUSED","130,66"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\core_tree.txt","False","UNUSED","5,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\DEPLOYMENT_GUIDE.md","False","UNUSED","10,3"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\final_analysis_20260511_104750.txt","False","UNUSED","130,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\final_analysis_20260522_123556.txt","False","UNUSED","70,14"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\final_analysis_20260522_174052.txt","False","UNUSED","159,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\flutter_analysis_full.txt","False","UNUSED","75,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\flutter_audit_report.txt","False","UNUSED","5,05"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\lib_tree_dirs.txt","False","UNUSED","10,27"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\MIGRATION_MAP_V2.md","False","UNUSED","0,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte (2).txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte (3).txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte (4).txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte.txt","True","FRONTEND","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ollama_input.txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ollama_output.txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ollama-ai-audit-result.txt","False","UNUSED","2,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\packagejson-list.txt","False","UNUSED","0,24"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\project_tree.txt","False","UNUSED","4162,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\prompt_runtime.txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\RAPPORT_AUDIT_CONFORMITE_FINAL.md","False","UNUSED","13,27"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\README.md","False","UNUSED","14,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\refactor-report.txt","False","UNUSED","2,72"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\refactor-safe-report.txt","False","UNUSED","3,52"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\SECURITY_AUDIT_REPORT.md","False","UNUSED","4,96"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\SECURITY.md","True","FRONTEND","0,71"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\structure.txt","True","FRONTEND","2212,85"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\system-health-report.txt","False","UNUSED","133,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\temp_prompt.txt","False","UNUSED","94,48"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\test_file.txt","False","UNUSED","0"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\todo.md","True","FRONTEND","1,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\unused_features.txt","False","UNUSED","0,05"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\v3-autonomous-report.txt","False","UNUSED","1,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\v4_prompt.txt","False","UNUSED","94,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\v5_prompt.txt","False","UNUSED","94,38"
